tankaID	サンプルID	書字形出現位置	短歌	subjID	metrics	vaule
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	25	COMMENT	追悼、戦争のむなしさ
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	25	GOODorBAD	3
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	25	LIKEorDISLIKE	1
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	25	METAPHORICAL	比喩を含まない
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	25	TEMPORAL	時間を表現しない
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	37	COMMENT	盛夏，追慕，回顧
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	37	GOODorBAD	5
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	37	LIKEorDISLIKE	5
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	37	METAPHORICAL	比喩を含む
1013	OV0X_00017	14090	XXXXXXXXXXXXXXXXXXXXXXXXX	37	TEMPORAL	時間を表現する
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	反省、懺悔
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	5
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	7
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含む
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現しない
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	COMMENT	冷静さ
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	GOODorBAD	3
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	LIKEorDISLIKE	3
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	METAPHORICAL	比喩を含まない
1014	OV0X_00017	14340	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	TEMPORAL	時間を表現しない
1015	OV0X_00017	14600	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	過ち
1015	OV0X_00017	14600	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	3
1015	OV0X_00017	14600	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	4
1015	OV0X_00017	14600	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含まない
1015	OV0X_00017	14600	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現する
1016	OV0X_00017	14890	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	07	COMMENT	懐古
1016	OV0X_00017	14890	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	07	GOODorBAD	4
1016	OV0X_00017	14890	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	07	LIKEorDISLIKE	4
1016	OV0X_00017	14890	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	07	METAPHORICAL	比喩を含まない
1016	OV0X_00017	14890	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	07	TEMPORAL	時間を表現する
1017	OV0X_00017	15190	XXXXXXXXXXXXXXXXXXXXXXXX	26	COMMENT	市民
1017	OV0X_00017	15190	XXXXXXXXXXXXXXXXXXXXXXXX	26	GOODorBAD	4
1017	OV0X_00017	15190	XXXXXXXXXXXXXXXXXXXXXXXX	26	LIKEorDISLIKE	3
1017	OV0X_00017	15190	XXXXXXXXXXXXXXXXXXXXXXXX	26	METAPHORICAL	比喩を含まない
1017	OV0X_00017	15190	XXXXXXXXXXXXXXXXXXXXXXXX	26	TEMPORAL	時間を表現しない
1018	OV0X_00017	15430	XXXXXXXXXXXXXXXXXXXXX	16	COMMENT	あきらめ
1018	OV0X_00017	15430	XXXXXXXXXXXXXXXXXXXXX	16	GOODorBAD	4
1018	OV0X_00017	15430	XXXXXXXXXXXXXXXXXXXXX	16	LIKEorDISLIKE	3
1018	OV0X_00017	15430	XXXXXXXXXXXXXXXXXXXXX	16	METAPHORICAL	比喩を含む
1018	OV0X_00017	15430	XXXXXXXXXXXXXXXXXXXXX	16	TEMPORAL	時間を表現しない
1019	OV0X_00017	15640	XXXXXXXXXXXXXXXXXXXXXXX	18	COMMENT
1019	OV0X_00017	15640	XXXXXXXXXXXXXXXXXXXXXXX	18	GOODorBAD	4
1019	OV0X_00017	15640	XXXXXXXXXXXXXXXXXXXXXXX	18	LIKEorDISLIKE	3
1019	OV0X_00017	15640	XXXXXXXXXXXXXXXXXXXXXXX	18	METAPHORICAL	比喩を含まない
1019	OV0X_00017	15640	XXXXXXXXXXXXXXXXXXXXXXX	18	TEMPORAL	時間を表現しない
1020	OV0X_00018	10	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	COMMENT
1020	OV0X_00018	10	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	GOODorBAD	4
1020	OV0X_00018	10	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	LIKEorDISLIKE	2
1020	OV0X_00018	10	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	METAPHORICAL	比喩を含まない
1020	OV0X_00018	10	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	TEMPORAL	時間を表現しない
1021	OV0X_00018	340	XXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	力強さ、生命力
1021	OV0X_00018	340	XXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	2
1021	OV0X_00018	340	XXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	2
1021	OV0X_00018	340	XXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含まない
1021	OV0X_00018	340	XXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現しない
1022	OV0X_00018	570	XXXXXXXXXXXXXXXXXXXXXXXXXX	14	COMMENT	美しい/静かな日常を美しい風景を詠んでいる。
1022	OV0X_00018	570	XXXXXXXXXXXXXXXXXXXXXXXXXX	14	GOODorBAD	5
1022	OV0X_00018	570	XXXXXXXXXXXXXXXXXXXXXXXXXX	14	LIKEorDISLIKE	5
1022	OV0X_00018	570	XXXXXXXXXXXXXXXXXXXXXXXXXX	14	METAPHORICAL	比喩を含まない
1022	OV0X_00018	570	XXXXXXXXXXXXXXXXXXXXXXXXXX	14	TEMPORAL	時間を表現する
1023	OV0X_00018	830	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	COMMENT
1023	OV0X_00018	830	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	GOODorBAD	4
1023	OV0X_00018	830	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	LIKEorDISLIKE	4
1023	OV0X_00018	830	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	METAPHORICAL	比喩を含まない
1023	OV0X_00018	830	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	TEMPORAL	時間を表現しない
1024	OV0X_00018	1140	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	17	COMMENT	抽象的/意味が取りづらかった
1024	OV0X_00018	1140	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	17	GOODorBAD	2
1024	OV0X_00018	1140	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	17	LIKEorDISLIKE	1
1024	OV0X_00018	1140	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	17	METAPHORICAL	比喩を含む
1024	OV0X_00018	1140	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	17	TEMPORAL	時間を表現しない
1025	OV0X_00018	1440	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	COMMENT	生命力、強かさ、素朴さ
1025	OV0X_00018	1440	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	GOODorBAD	5
1025	OV0X_00018	1440	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	LIKEorDISLIKE	3
1025	OV0X_00018	1440	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	METAPHORICAL	比喩を含む
1025	OV0X_00018	1440	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	TEMPORAL	時間を表現する
1026	OV0X_00018	1710	XXXXXXXXXXXXXXXXXXXXXXXXXXX	11	COMMENT
1026	OV0X_00018	1710	XXXXXXXXXXXXXXXXXXXXXXXXXXX	11	GOODorBAD	3
1026	OV0X_00018	1710	XXXXXXXXXXXXXXXXXXXXXXXXXXX	11	LIKEorDISLIKE	3
1026	OV0X_00018	1710	XXXXXXXXXXXXXXXXXXXXXXXXXXX	11	METAPHORICAL	比喩を含まない
1026	OV0X_00018	1710	XXXXXXXXXXXXXXXXXXXXXXXXXXX	11	TEMPORAL	時間を表現しない
1027	OV0X_00018	1980	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	COMMENT	生活
1027	OV0X_00018	1980	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	GOODorBAD	6
1027	OV0X_00018	1980	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	LIKEorDISLIKE	7
1027	OV0X_00018	1980	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	METAPHORICAL	比喩を含む
1027	OV0X_00018	1980	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	TEMPORAL	時間を表現する
1028	OV0X_00018	2250	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	COMMENT	飽和、疲れ
1028	OV0X_00018	2250	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	GOODorBAD	4
1028	OV0X_00018	2250	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	LIKEorDISLIKE	3
1028	OV0X_00018	2250	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	METAPHORICAL	比喩を含む
1028	OV0X_00018	2250	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	TEMPORAL	時間を表現しない
1029	OV0X_00018	2550	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	COMMENT	病床
1029	OV0X_00018	2550	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	GOODorBAD	5
1029	OV0X_00018	2550	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	LIKEorDISLIKE	7
1029	OV0X_00018	2550	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	METAPHORICAL	比喩を含まない
1029	OV0X_00018	2550	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	TEMPORAL	時間を表現する
1030	OV0X_00018	2820	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	COMMENT
1030	OV0X_00018	2820	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	GOODorBAD	4
1030	OV0X_00018	2820	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	LIKEorDISLIKE	5
1030	OV0X_00018	2820	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	METAPHORICAL	比喩を含まない
1030	OV0X_00018	2820	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	TEMPORAL	時間を表現しない
1031	OV0X_00018	3100	XXXXXXXXXXXXXXXXXXXXXXXXX	26	COMMENT	暗さ
1031	OV0X_00018	3100	XXXXXXXXXXXXXXXXXXXXXXXXX	26	GOODorBAD	4
1031	OV0X_00018	3100	XXXXXXXXXXXXXXXXXXXXXXXXX	26	LIKEorDISLIKE	4
1031	OV0X_00018	3100	XXXXXXXXXXXXXXXXXXXXXXXXX	26	METAPHORICAL	比喩を含む
1031	OV0X_00018	3100	XXXXXXXXXXXXXXXXXXXXXXXXX	26	TEMPORAL	時間を表現しない
1032	OV0X_00018	3350	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	10	COMMENT	生活/静けさ
1032	OV0X_00018	3350	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	10	GOODorBAD	4
1032	OV0X_00018	3350	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	10	LIKEorDISLIKE	2
1032	OV0X_00018	3350	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	10	METAPHORICAL	比喩を含まない
1032	OV0X_00018	3350	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	10	TEMPORAL	.時間を表現しない
1033	OV0X_00018	3650	XXXXXXXXXXXXXXXXXXXXXXXXXXX	18	COMMENT
1033	OV0X_00018	3650	XXXXXXXXXXXXXXXXXXXXXXXXXXX	18	GOODorBAD	4
1033	OV0X_00018	3650	XXXXXXXXXXXXXXXXXXXXXXXXXXX	18	LIKEorDISLIKE	3
1033	OV0X_00018	3650	XXXXXXXXXXXXXXXXXXXXXXXXXXX	18	METAPHORICAL	比喩を含まない
1033	OV0X_00018	3650	XXXXXXXXXXXXXXXXXXXXXXXXXXX	18	TEMPORAL	時間を表現する
1034	OV0X_00018	3920	XXXXXXXXXXXXXXXXXXXXXXXX	16	COMMENT	酔い
1034	OV0X_00018	3920	XXXXXXXXXXXXXXXXXXXXXXXX	16	GOODorBAD	5
1034	OV0X_00018	3920	XXXXXXXXXXXXXXXXXXXXXXXX	16	LIKEorDISLIKE	3
1034	OV0X_00018	3920	XXXXXXXXXXXXXXXXXXXXXXXX	16	METAPHORICAL	比喩を含まない
1034	OV0X_00018	3920	XXXXXXXXXXXXXXXXXXXXXXXX	16	TEMPORAL	時間を表現する
1035	OV0X_00018	4160	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	COMMENT
1035	OV0X_00018	4160	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	GOODorBAD	4
1035	OV0X_00018	4160	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	LIKEorDISLIKE	2
1035	OV0X_00018	4160	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	METAPHORICAL	比喩を含まない
1035	OV0X_00018	4160	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	TEMPORAL	時間を表現する
1036	OV0X_00018	4440	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	04	COMMENT	愛情／菊しかないのだろう。時代によって解釈は変わる。
1036	OV0X_00018	4440	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	04	GOODorBAD	2
1036	OV0X_00018	4440	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	04	LIKEorDISLIKE	2
1036	OV0X_00018	4440	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	04	METAPHORICAL	比喩を含まない
1036	OV0X_00018	4440	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	04	TEMPORAL	時間を表現しない
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	日常の風景
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	5
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	4
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含まない
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現する
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	30	COMMENT	病症での夢想
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	30	GOODorBAD	5
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	30	LIKEorDISLIKE	4
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	30	METAPHORICAL
1037	OV0X_00018	4730	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	30	TEMPORAL
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	鬱々とした気持ち
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	5
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	2
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含む
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現する
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	COMMENT	むなしさ
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	GOODorBAD	5
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	LIKEorDISLIKE	3
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	METAPHORICAL	比喩を含まない
1038	OV0X_00018	5020	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	TEMPORAL	時間を表現する
1039	OV0X_00018	5280	XXXXXXXXXXXXXXXXXXXXXXXXX	31	COMMENT	生活
1039	OV0X_00018	5280	XXXXXXXXXXXXXXXXXXXXXXXXX	31	GOODorBAD	6
1039	OV0X_00018	5280	XXXXXXXXXXXXXXXXXXXXXXXXX	31	LIKEorDISLIKE	6
1039	OV0X_00018	5280	XXXXXXXXXXXXXXXXXXXXXXXXX	31	METAPHORICAL	比喩を含まない
1039	OV0X_00018	5280	XXXXXXXXXXXXXXXXXXXXXXXXX	31	TEMPORAL	時間を表現する
1040	OV0X_00018	5530	XXXXXXXXXXXXXXXXXXXXXXXXX	11	COMMENT
1040	OV0X_00018	5530	XXXXXXXXXXXXXXXXXXXXXXXXX	11	GOODorBAD	7
1040	OV0X_00018	5530	XXXXXXXXXXXXXXXXXXXXXXXXX	11	LIKEorDISLIKE	7
1040	OV0X_00018	5530	XXXXXXXXXXXXXXXXXXXXXXXXX	11	METAPHORICAL	比喩を含まない
1040	OV0X_00018	5530	XXXXXXXXXXXXXXXXXXXXXXXXX	11	TEMPORAL	時間を表現しない
1041	OV0X_00018	5780	XXXXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	虚無感
1041	OV0X_00018	5780	XXXXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	3
1041	OV0X_00018	5780	XXXXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	3
1041	OV0X_00018	5780	XXXXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含む
1041	OV0X_00018	5780	XXXXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現しない
1042	OV0X_00018	6030	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	COMMENT	穏やか、祈り
1042	OV0X_00018	6030	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	GOODorBAD	4
1042	OV0X_00018	6030	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	LIKEorDISLIKE	3
1042	OV0X_00018	6030	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	METAPHORICAL	比喩を含まない
1042	OV0X_00018	6030	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	TEMPORAL	時間を表現しない
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	虚無感
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	3
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	3
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含む
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現しない
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	30	COMMENT	病床で寿命をかぞえている
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	30	GOODorBAD	5
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	30	LIKEorDISLIKE	3
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	30	METAPHORICAL
1043	OV0X_00018	6290	XXXXXXXXXXXXXXXXXXXXXXXXXXX	30	TEMPORAL
1044	OV0X_00018	6560	XXXXXXXXXXXXXXXXXXXXXXXXXX	07	COMMENT	箱庭系
1044	OV0X_00018	6560	XXXXXXXXXXXXXXXXXXXXXXXXXX	07	GOODorBAD	5
1044	OV0X_00018	6560	XXXXXXXXXXXXXXXXXXXXXXXXXX	07	LIKEorDISLIKE	5
1044	OV0X_00018	6560	XXXXXXXXXXXXXXXXXXXXXXXXXX	07	METAPHORICAL	比喩を含まない
1044	OV0X_00018	6560	XXXXXXXXXXXXXXXXXXXXXXXXXX	07	TEMPORAL	時間を表現しない
1045	OV0X_00018	6820	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	COMMENT	病床
1045	OV0X_00018	6820	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	GOODorBAD	6
1045	OV0X_00018	6820	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	LIKEorDISLIKE	6
1045	OV0X_00018	6820	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	METAPHORICAL	比喩を含まない
1045	OV0X_00018	6820	XXXXXXXXXXXXXXXXXXXXXXXXXXX	31	TEMPORAL	時間を表現する
1046	OV0X_00018	7090	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	COMMENT	成長、理解
1046	OV0X_00018	7090	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	GOODorBAD	6
1046	OV0X_00018	7090	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	LIKEorDISLIKE	5
1046	OV0X_00018	7090	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	METAPHORICAL	比喩を含まない
1046	OV0X_00018	7090	XXXXXXXXXXXXXXXXXXXXXXXXXX	16	TEMPORAL	時間を表現する
1047	OV0X_00018	7350	XXXXXXXXXXXXXXXXXXXXXXXX	25	COMMENT	生命力、ユーモア、可愛らしさ、親愛
1047	OV0X_00018	7350	XXXXXXXXXXXXXXXXXXXXXXXX	25	GOODorBAD	5
1047	OV0X_00018	7350	XXXXXXXXXXXXXXXXXXXXXXXX	25	LIKEorDISLIKE	4
1047	OV0X_00018	7350	XXXXXXXXXXXXXXXXXXXXXXXX	25	METAPHORICAL	比喩を含む
1047	OV0X_00018	7350	XXXXXXXXXXXXXXXXXXXXXXXX	25	TEMPORAL	時間を表現しない
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	無垢、貪欲
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	4
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	4
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含む
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現しない
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	COMMENT	感心
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	GOODorBAD	3
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	LIKEorDISLIKE	3
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	METAPHORICAL	比喩を含む
1048	OV0X_00018	7590	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	16	TEMPORAL	時間を表現しない
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	COMMENT	驚き、優しさ
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	GOODorBAD	5
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	LIKEorDISLIKE	6
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	METAPHORICAL	比喩を含まない
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	25	TEMPORAL	時間を表現する
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	37	COMMENT	冷たさ，孤独
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	37	GOODorBAD	5
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	37	LIKEorDISLIKE	2
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	37	METAPHORICAL	比喩を含む
1049	OV0X_00018	7890	XXXXXXXXXXXXXXXXXXXXXXXXXXX	37	TEMPORAL	時間を表現する
1050	OV0X_00018	8160	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	COMMENT
1050	OV0X_00018	8160	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	GOODorBAD	1
1050	OV0X_00018	8160	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	LIKEorDISLIKE	1
1050	OV0X_00018	8160	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	METAPHORICAL	比喩を含まない
1050	OV0X_00018	8160	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	11	TEMPORAL	時間を表現しない
1051	OV0X_00018	8460	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	COMMENT	懐かしさ
1051	OV0X_00018	8460	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	GOODorBAD	5
1051	OV0X_00018	8460	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	LIKEorDISLIKE	5
1051	OV0X_00018	8460	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	METAPHORICAL	比喩を含まない
1051	OV0X_00018	8460	XXXXXXXXXXXXXXXXXXXXXXXXXXXXX	09	TEMPORAL	時間を表現しない
1052	OV0X_00018	8750	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	COMMENT
1052	OV0X_00018	8750	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	GOODorBAD	2
1052	OV0X_00018	8750	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	LIKEorDISLIKE	2
1052	OV0X_00018	8750	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	METAPHORICAL	比喩を含まない
1052	OV0X_00018	8750	XXXXXXXXXXXXXXXXXXXXXXXXXXXX	18	TEMPORAL	時間を表現する
1053	OV0X_00018	9030	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	25	COMMENT	生活、親愛、ユーモア、悲哀
1053	OV0X_00018	9030	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	25	GOODorBAD	4
1053	OV0X_00018	9030	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	25	LIKEorDISLIKE	2
1053	OV0X_00018	9030	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	25	METAPHORICAL	比喩を含む
1053	OV0X_00018	9030	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	25	TEMPORAL	時間を表現する
1053	OV0X_00018	9030	XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX	37	COMMENT	覚悟，たおやかさ
